Sample	Expected	Ratio	Lower	Upper	p.value
501	1.08	1.94594594594595	1.29160406284708	2.97625117138454	0.00382973898041023
505	1.91369047619048	23	7.5488483888071	114.253882245352	9.55957695807916e-10
508	0.786713286713287	2	1.37142708012931	2.95526239084235	2.81070110020546e-07
509	0.0296491228070175	0.964912280701754	0.653907728372168	1.42280491214947	1.37019774641234e-53
512	1.2208182912154	4.05	2.45873677333326	6.97742420365157	1.82485260957829e-07
513	0.873188405797102	2.36363636363636	1.6464242189149	3.44364101689077	7.28391344131651e-09
